start_date,end_date,content_text,category,facet,year,placement,nationality,venue,location,state,score,margin,from_par,prize
1903,,12th place,Placed,"Rawlins, Horace",1903,12,United Kingdom,,,,,,,
1904,,14th place,Placed,"Rawlins, Horace",1904,14,United Kingdom,,,,,,,
1905,,37th place,Placed,"Rawlins, Horace",1905,37,United Kingdom,,,,,,,
1907,,25th place,Placed,"Rawlins, Horace",1907,25,United Kingdom,,,,,,,
1909,,60th place,Placed,"Rawlins, Horace",1909,60,United Kingdom,,,,,,,
1912,,Cut from tournament,Cut,"Rawlins, Horace",1912,,United Kingdom,,,,,,,
1935,,Died: 1935,Died,"Rawlins, Horace",1935,,United Kingdom,,,,,,,
1877,,Born: 1877,Born,"Ray, Ted",1877,,United Kingdom,,,,,,,
1913,,3rd place,Placed,"Ray, Ted",1913,3,United Kingdom,,,,,,,
1920,,"Ted Ray wins at Inverness Club (Toledo, Ohio) with a score of 295 and by a margin of 1 stroke, earning $500.",Victory,"Ray, Ted",1920,1,United Kingdom,Inverness Club,"Toledo, Ohio",Ohio,295,1,,500.00
1927,,27th place,Placed,"Ray, Ted",1927,27,United Kingdom,,,,,,,
1943,,Died: 1943,Died,"Ray, Ted",1943,,United Kingdom,,,,,,,
1980,,Born: 1980,Born,"Rose, Justin",1980,,United Kingdom,,,,,,,
2003,,5th place,Placed,"Rose, Justin",2003,5,United Kingdom,,,,,,,
2004,,Cut from tournament,Cut,"Rose, Justin",2004,,United Kingdom,,,,,,,
2007,,10th place,Placed,"Rose, Justin",2007,10,United Kingdom,,,,,,,
2008,,Cut from tournament,Cut,"Rose, Justin",2008,,United Kingdom,,,,,,,
2009,,Cut from tournament,Cut,"Rose, Justin",2009,,United Kingdom,,,,,,,
2011,,Cut from tournament,Cut,"Rose, Justin",2011,,United Kingdom,,,,,,,
2012,,21st place,Placed,"Rose, Justin",2012,21,United Kingdom,,,,,,,
2013,,"Justin Rose wins at Merion Golf Club, East Course (Ardmore, Pennsylvania) with a score of 281 (+1) and by a margin of 2 strokes, earning $1,440,000.",Victory,"Rose, Justin",2013,1,United Kingdom,"Merion Golf Club, East Course","Ardmore, Pennsylvania",Pennsylvania,281,2,1,"1,440,000.00"
2014,,12th place,Placed,"Rose, Justin",2014,12,United Kingdom,,,,,,,
2015,,27th place,Placed,"Rose, Justin",2015,27,United Kingdom,,,,,,,
2016,,Cut from tournament,Cut,"Rose, Justin",2016,,United Kingdom,,,,,,,
1879,,Born: 1879,Born,"Ross, Alec",1879,,United Kingdom,,,,,,,
1902,,10th place,Placed,"Ross, Alec",1902,10,United Kingdom,,,,,,,
1903,,9th place,Placed,"Ross, Alec",1903,9,United Kingdom,,,,,,,
1904,,15th place,Placed,"Ross, Alec",1904,15,United Kingdom,,,,,,,
1905,,13th place,Placed,"Ross, Alec",1905,13,United Kingdom,,,,,,,
1906,,6th place,Placed,"Ross, Alec",1906,6,United Kingdom,,,,,,,
1907,,"Alec Ross wins at Philadelphia Cricket Club, St. Martin's Course (Philadelphia, Pennsylvania) with a score of 302 and by a margin of 2 strokes, earning $300.",Victory,"Ross, Alec",1907,1,United Kingdom,"Philadelphia Cricket Club, St. Martin's Course","Philadelphia, Pennsylvania",Pennsylvania,302,2,,300.00
1908,,23rd place,Placed,"Ross, Alec",1908,23,United Kingdom,,,,,,,
1909,,37th place,Placed,"Ross, Alec",1909,37,United Kingdom,,,,,,,
1910,,22nd place,Placed,"Ross, Alec",1910,22,United Kingdom,,,,,,,
1911,,9th place,Placed,"Ross, Alec",1911,9,United Kingdom,,,,,,,
1912,,Cut from tournament,Cut,"Ross, Alec",1912,,United Kingdom,,,,,,,
1913,,36th place,Placed,"Ross, Alec",1913,36,United Kingdom,,,,,,,
1914,,22nd place,Placed,"Ross, Alec",1914,22,United Kingdom,,,,,,,
1919,,16th place,Placed,"Ross, Alec",1919,16,United Kingdom,,,,,,,
1920,,27th place,Placed,"Ross, Alec",1920,27,United Kingdom,,,,,,,
1926,,34th place,Placed,"Ross, Alec",1926,34,United Kingdom,,,,,,,
1952,,Died: 1952,Died,"Ross, Alec",1952,,United Kingdom,,,,,,,
1902,,Born: 1902,Born,"Sarazen, Gene",1902,,United States,,,,,,,
1920,,30th place,Placed,"Sarazen, Gene",1920,30,United States,,,,,,,
1921,,17th place,Placed,"Sarazen, Gene",1921,17,United States,,,,,,,
1922,,"Gene Sarazen wins at Skokie Country Club (Glencoe, Illinois) with a score of 288 and by a margin of 1 stroke, earning $500.",Victory,"Sarazen, Gene",1922,1,United States,Skokie Country Club,"Glencoe, Illinois",Illinois,288,1,,500.00
1923,,16th place,Placed,"Sarazen, Gene",1923,16,United States,,,,,,,
1924,,17th place,Placed,"Sarazen, Gene",1924,17,United States,,,,,,,
1925,,5th place,Placed,"Sarazen, Gene",1925,5,United States,,,,,,,
1926,,3rd place,Placed,"Sarazen, Gene",1926,3,United States,,,,,,,
1927,,3rd place,Placed,"Sarazen, Gene",1927,3,United States,,,,,,,
1928,,6th place,Placed,"Sarazen, Gene",1928,6,United States,,,,,,,
1929,,3rd place,Placed,"Sarazen, Gene",1929,3,United States,,,,,,,
1930,,28th place,Placed,"Sarazen, Gene",1930,28,United States,,,,,,,
1931,,4th place,Placed,"Sarazen, Gene",1931,4,United States,,,,,,,
1932,,"Gene Sarazen wins for the 2nd time at Fresh Meadow Country Club (Queens, New York) with a score of 286 (+2) and by a margin of 3 strokes, earning $1,000.",Victory,"Sarazen, Gene",1932,1,United States,Fresh Meadow Country Club,"Queens, New York",New York,286,3,2,"1,000.00"
1933,,26th place,Placed,"Sarazen, Gene",1933,26,United States,,,,,,,
1934,,2nd place,Placed,"Sarazen, Gene",1934,2,United States,,,,,,,
1935,,6th place,Placed,"Sarazen, Gene",1935,6,United States,,,,,,,
1936,,28th place,Placed,"Sarazen, Gene",1936,28,United States,,,,,,,
1937,,10th place,Placed,"Sarazen, Gene",1937,10,United States,,,,,,,
1938,,10th place,Placed,"Sarazen, Gene",1938,10,United States,,,,,,,
1939,,47th place,Placed,"Sarazen, Gene",1939,47,United States,,,,,,,
1940,,2nd place,Placed,"Sarazen, Gene",1940,2,United States,,,,,,,
1941,,7th place,Placed,"Sarazen, Gene",1941,7,United States,,,,,,,
1946,,Cut from tournament,Cut,"Sarazen, Gene",1946,,United States,,,,,,,
1947,,39th place,Placed,"Sarazen, Gene",1947,39,United States,,,,,,,
1948,,Cut from tournament,Cut,"Sarazen, Gene",1948,,United States,,,,,,,
1949,,Cut from tournament,Cut,"Sarazen, Gene",1949,,United States,,,,,,,
1950,,38th place,Placed,"Sarazen, Gene",1950,38,United States,,,,,,,
1951,,35th place,Placed,"Sarazen, Gene",1951,35,United States,,,,,,,
1952,,33rd place,Placed,"Sarazen, Gene",1952,33,United States,,,,,,,
1953,,Cut from tournament,Cut,"Sarazen, Gene",1953,,United States,,,,,,,
1954,,Withdrew from tournament,Withdrew,"Sarazen, Gene",1954,,United States,,,,,,,
1957,,Cut from tournament,Cut,"Sarazen, Gene",1957,,United States,,,,,,,
1958,,Cut from tournament,Cut,"Sarazen, Gene",1958,,United States,,,,,,,
1999,,Died: 1999,Died,"Sarazen, Gene",1999,,United States,,,,,,,
1882,,Born: 1882,Born,"Sargent, George",1882,,United Kingdom,,,,,,,
1909,,"George Sargent wins at Englewood Golf Club (Englewood, New Jersey) with a score of 290 and by a margin of 4 strokes, earning $300.",Victory,"Sargent, George",1909,1,United Kingdom,Englewood Golf Club,"Englewood, New Jersey",New Jersey,290,4,,300.00
1910,,16th place,Placed,"Sargent, George",1910,16,United Kingdom,,,,,,,
1911,,7th place,Placed,"Sargent, George",1911,7,United Kingdom,,,,,,,
1912,,6th place,Placed,"Sargent, George",1912,6,United Kingdom,,,,,,,
1913,,21st place,Placed,"Sargent, George",1913,21,United Kingdom,,,,,,,
1914,,3rd place,Placed,"Sargent, George",1914,3,United Kingdom,,,,,,,
1915,,10th place,Placed,"Sargent, George",1915,10,United Kingdom,,,,,,,
1916,,4th place,Placed,"Sargent, George",1916,4,United Kingdom,,,,,,,
1919,,29th place,Placed,"Sargent, George",1919,29,United Kingdom,,,,,,,
1920,,38th place,Placed,"Sargent, George",1920,38,United Kingdom,,,,,,,
1921,,Withdrew from tournament,Withdrew,"Sargent, George",1921,,United Kingdom,,,,,,,
1923,,29th place,Placed,"Sargent, George",1923,29,United Kingdom,,,,,,,
1924,,43rd place,Placed,"Sargent, George",1924,43,United Kingdom,,,,,,,
1927,,44th place,Placed,"Sargent, George",1927,44,United Kingdom,,,,,,,
1930,,Withdrew from tournament,Withdrew,"Sargent, George",1930,,United Kingdom,,,,,,,
1941,,Withdrew from tournament,Withdrew,"Sargent, George",1941,,United Kingdom,,,,,,,
1962,,Died: 1962,Died,"Sargent, George",1962,,United Kingdom,,,,,,,
1955,,Born: 1955,Born,"Simpson, Scott",1955,,United States,,,,,,,
1980,,45th place,Placed,"Simpson, Scott",1980,45,United States,,,,,,,
1981,,23rd place,Placed,"Simpson, Scott",1981,23,United States,,,,,,,
1982,,15th place,Placed,"Simpson, Scott",1982,15,United States,,,,,,,
1983,,13th place,Placed,"Simpson, Scott",1983,13,United States,,,,,,,
1984,,25th place,Placed,"Simpson, Scott",1984,25,United States,,,,,,,
1985,,15th place,Placed,"Simpson, Scott",1985,15,United States,,,,,,,
1986,,Cut from tournament,Cut,"Simpson, Scott",1986,,United States,,,,,,,
1987,,"Scott Simpson wins at Olympic Club, Lake Course (San Francisco, California) with a score of 277 (-3) and by a margin of 1 stroke, earning $150,000.",Victory,"Simpson, Scott",1987,1,United States,"Olympic Club, Lake Course","San Francisco, California",California,277,1,-3,"150,000.00"
1988,,6th place,Placed,"Simpson, Scott",1988,6,United States,,,,,,,
1989,,6th place,Placed,"Simpson, Scott",1989,6,United States,,,,,,,
1990,,14th place,Placed,"Simpson, Scott",1990,14,United States,,,,,,,
1991,,2nd place,Placed,"Simpson, Scott",1991,2,United States,,,,,,,
1992,,64th place,Placed,"Simpson, Scott",1992,64,United States,,,,,,,
1993,,46th place,Placed,"Simpson, Scott",1993,46,United States,,,,,,,
1994,,55th place,Placed,"Simpson, Scott",1994,55,United States,,,,,,,
1995,,28th place,Placed,"Simpson, Scott",1995,28,United States,,,,,,,
1996,,40th place,Placed,"Simpson, Scott",1996,40,United States,,,,,,,
1997,,Cut from tournament,Cut,"Simpson, Scott",1997,,United States,,,,,,,
1998,,58th place,Placed,"Simpson, Scott",1998,58,United States,,,,,,,
1985,,Born: 1985,Born,"Simpson, Webb",1985,,United States,,,,,,,
2011,,14th place,Placed,"Simpson, Webb",2011,14,United States,,,,,,,
2012,,"Webb Simpson wins at Olympic Club, Lake Course (San Francisco, California) with a score of 281 (+1) and by a margin of 1 stroke, earning $1,440,000.",Victory,"Simpson, Webb",2012,1,United States,"Olympic Club, Lake Course","San Francisco, California",California,281,1,1,"1,440,000.00"
2013,,32nd place,Placed,"Simpson, Webb",2013,32,United States,,,,,,,
2014,,45th place,Placed,"Simpson, Webb",2014,45,United States,,,,,,,
2015,,46th place,Placed,"Simpson, Webb",2015,46,United States,,,,,,,
2016,,Cut from tournament,Cut,"Simpson, Webb",2016,,United States,,,,,,,
1874,,Born: 1874,Born,"Smith, Alex",1874,,United Kingdom,,,,,,,
1898,,2nd place,Placed,"Smith, Alex",1898,2,United Kingdom,,,,,,,
1899,,7th place,Placed,"Smith, Alex",1899,7,United Kingdom,,,,,,,
1900,,13th place,Placed,"Smith, Alex",1900,13,United Kingdom,,,,,,,
1901,,2nd place,Placed,"Smith, Alex",1901,2,United Kingdom,,,,,,,
1902,,18th place,Placed,"Smith, Alex",1902,18,United Kingdom,,,,,,,
1903,,4th place,Placed,"Smith, Alex",1903,4,United Kingdom,,,,,,,
1904,,18th place,Placed,"Smith, Alex",1904,18,United Kingdom,,,,,,,
1905,,2nd place,Placed,"Smith, Alex",1905,2,United Kingdom,,,,,,,
1906,,"Alex Smith wins at Onwentsia Club (Lake Forest, Illinois) with a score of 295 and by a margin of 7 strokes, earning $300.",Victory,"Smith, Alex",1906,1,United Kingdom,Onwentsia Club,"Lake Forest, Illinois",Illinois,295,7,,300.00
1908,,3rd place,Placed,"Smith, Alex",1908,3,United Kingdom,,,,,,,
1909,,3rd place,Placed,"Smith, Alex",1909,3,United Kingdom,,,,,,,
1910,,"Alex Smith wins for the 2nd time at Philadelphia Cricket Club, St. Martin's Course (Philadelphia, Pennsylvania) with a score of 298 in a playoff, earning $300.",Victory,"Smith, Alex",1910,1,United Kingdom,"Philadelphia Cricket Club, St. Martin's Course","Philadelphia, Pennsylvania",Pennsylvania,298,0,,300.00
1911,,23rd place,Placed,"Smith, Alex",1911,23,United Kingdom,,,,,,,
1912,,3rd place,Placed,"Smith, Alex",1912,3,United Kingdom,,,,,,,
1913,,16th place,Placed,"Smith, Alex",1913,16,United Kingdom,,,,,,,
1915,,22nd place,Placed,"Smith, Alex",1915,22,United Kingdom,,,,,,,
1919,,Withdrew from tournament,Withdrew,"Smith, Alex",1919,,United Kingdom,,,,,,,
1921,,5th place,Placed,"Smith, Alex",1921,5,United Kingdom,,,,,,,
1930,,Died: 1930,Died,"Smith, Alex",1930,,United Kingdom,,,,,,,
1876,,Born: 1876,Born,"Smith, Willie",1876,,United Kingdom,,,,,,,
1898,,5th place,Placed,"Smith, Willie",1898,5,United Kingdom,,,,,,,
1899,,"Willie Smith wins at Baltimore Country Club, Roland Park Course (Baltimore, Maryland) with a score of 315 and by a margin of 11 strokes, earning $150.",Victory,"Smith, Willie",1899,1,United Kingdom,"Baltimore Country Club, Roland Park Course","Baltimore, Maryland",Maryland,315,11,,150.00
1900,,5th place,Placed,"Smith, Willie",1900,5,United Kingdom,,,,,,,
1901,,3rd place,Placed,"Smith, Willie",1901,3,United Kingdom,,,,,,,
1902,,4th place,Placed,"Smith, Willie",1902,4,United Kingdom,,,,,,,
1903,,9th place,Placed,"Smith, Willie",1903,9,United Kingdom,,,,,,,
1905,,13th place,Placed,"Smith, Willie",1905,13,United Kingdom,,,,,,,
1906,,2nd place,Placed,"Smith, Willie",1906,2,United Kingdom,,,,,,,
1908,,2nd place,Placed,"Smith, Willie",1908,2,United Kingdom,,,,,,,
1916,,Died: 1916,Died,"Smith, Willie",1916,,United Kingdom,,,,,,,
1993,,Born: 1993,Born,"Spieth, Jordan",1993,,United States,,,,,,,
2012,,21st place,Placed,"Spieth, Jordan",2012,21,United States,,,,,,,
2013,,Cut from tournament,Cut,"Spieth, Jordan",2013,,United States,,,,,,,
2014,,17th place,Placed,"Spieth, Jordan",2014,17,United States,,,,,,,
2015,,"Jordan Spieth wins at Chambers Bay (University Place, Washington) with a score of 275 (-5) and by a margin of 1 stroke, earning $1,800,000.",Victory,"Spieth, Jordan",2015,1,United States,Chambers Bay,"University Place, Washington",Washington,275,1,-5,"1,800,000.00"
2016,,37th place,Placed,"Spieth, Jordan",2016,37,United States,,,,,,,
1957,,Born: 1957,Born,"Stewart, Payne",1957,,United States,,,,,,,
1984,,Cut from tournament,Cut,"Stewart, Payne",1984,,United States,,,,,,,
1985,,5th place,Placed,"Stewart, Payne",1985,5,United States,,,,,,,
1986,,6th place,Placed,"Stewart, Payne",1986,6,United States,,,,,,,
1987,,Cut from tournament,Cut,"Stewart, Payne",1987,,United States,,,,,,,
1988,,10th place,Placed,"Stewart, Payne",1988,10,United States,,,,,,,
1989,,13th place,Placed,"Stewart, Payne",1989,13,United States,,,,,,,
1990,,Cut from tournament,Cut,"Stewart, Payne",1990,,United States,,,,,,,
1991,,"Payne Stewart wins at Hazeltine National Golf Club (Chaska, Minnesota) with a score of 282 (-6) in a playoff, earning $235,000.",Victory,"Stewart, Payne",1991,1,United States,Hazeltine National Golf Club,"Chaska, Minnesota",Minnesota,282,0,-6,"235,000.00"
1992,,51st place,Placed,"Stewart, Payne",1992,51,United States,,,,,,,
1993,,2nd place,Placed,"Stewart, Payne",1993,2,United States,,,,,,,
1994,,Cut from tournament,Cut,"Stewart, Payne",1994,,United States,,,,,,,
1995,,21st place,Placed,"Stewart, Payne",1995,21,United States,,,,,,,
1996,,27th place,Placed,"Stewart, Payne",1996,27,United States,,,,,,,
1997,,28th place,Placed,"Stewart, Payne",1997,28,United States,,,,,,,
1998,,2nd place,Placed,"Stewart, Payne",1998,2,United States,,,,,,,
1999-06,,"Payne Stewart wins for the 2nd time at Pinehurst Resort, Course No. 2 (Pinehurst, North Carolina) with a score of 279 (-1) and by a margin of 1 stroke, earning $625,000.",Victory,"Stewart, Payne",1999,1,United States,"Pinehurst Resort, Course No. 2","Pinehurst, North Carolina",North Carolina,279,1,-1,"625,000.00"
1999-12,,Died: 1999-12,Died,"Stewart, Payne",1999,,United States,,,,,,,
1955,,Born: 1955,Born,"Strange, Curtis",1955,,United States,,,,,,,
1977,,Cut from tournament,Cut,"Strange, Curtis",1977,,United States,,,,,,,
1980,,16th place,Placed,"Strange, Curtis",1980,16,United States,,,,,,,
1981,,17th place,Placed,"Strange, Curtis",1981,17,United States,,,,,,,
1982,,39th place,Placed,"Strange, Curtis",1982,39,United States,,,,,,,
1983,,26th place,Placed,"Strange, Curtis",1983,26,United States,,,,,,,
1984,,3rd place,Placed,"Strange, Curtis",1984,3,United States,,,,,,,
1985,,31st place,Placed,"Strange, Curtis",1985,31,United States,,,,,,,
1986,,Cut from tournament,Cut,"Strange, Curtis",1986,,United States,,,,,,,
1987,,4th place,Placed,"Strange, Curtis",1987,4,United States,,,,,,,
1988,,"Curtis Strange wins at The Country Club, Composite Course (Brookline, Massachusetts) with a score of 278 (-6) in a playoff, earning $180,000.",Victory,"Strange, Curtis",1988,1,United States,"The Country Club, Composite Course","Brookline, Massachusetts",Massachusetts,278,0,-6,"180,000.00"
1989,,"Curtis Strange wins for the 2nd time at Oak Hill Country Club, East Course (Rochester, New York) with a score of 278 (-2) and by a margin of 1 stroke, earning $200,000.",Victory,"Strange, Curtis",1989,1,United States,"Oak Hill Country Club, East Course","Rochester, New York",New York,278,1,-2,"200,000.00"
1990,,21st place,Placed,"Strange, Curtis",1990,21,United States,,,,,,,
1991,,Cut from tournament,Cut,"Strange, Curtis",1991,,United States,,,,,,,
1992,,23rd place,Placed,"Strange, Curtis",1992,23,United States,,,,,,,
1993,,25th place,Placed,"Strange, Curtis",1993,25,United States,,,,,,,
1994,,4th place,Placed,"Strange, Curtis",1994,4,United States,,,,,,,
1995,,36th place,Placed,"Strange, Curtis",1995,36,United States,,,,,,,
1996,,27th place,Placed,"Strange, Curtis",1996,27,United States,,,,,,,
1997,,Cut from tournament,Cut,"Strange, Curtis",1997,,United States,,,,,,,
1998,,Cut from tournament,Cut,"Strange, Curtis",1998,,United States,,,,,,,
1999,,Cut from tournament,Cut,"Strange, Curtis",1999,,United States,,,,,,,
2000,,Cut from tournament,Cut,"Strange, Curtis",2000,,United States,,,,,,,
1887,,Born: 1887,Born,"Travers, Jerome",1887,,United States,,,,,,,
1907,,25th place,Placed,"Travers, Jerome",1907,25,United States,,,,,,,
1909,,Cut from tournament,Cut,"Travers, Jerome",1909,,United States,,,,,,,
1913,,27th place,Placed,"Travers, Jerome",1913,27,United States,,,,,,,
1915,,"Jerome Travers (an amateur) wins at Baltusrol Golf Club, Revised Course (Springfield, New Jersey) with a score of 297 and by a margin of 1 stroke.",Victory,"Travers, Jerome",1915,1,United States,"Baltusrol Golf Club, Revised Course","Springfield, New Jersey",New Jersey,297,1,,0.00
1951,,Died: 1951,Died,"Travers, Jerome",1951,,United States,,,,,,,
1939,,Born: 1939,Born,"Trevino, Lee",1939,,United States,,,,,,,
1966,,54th place,Placed,"Trevino, Lee",1966,54,United States,,,,,,,
1967,,5th place,Placed,"Trevino, Lee",1967,5,United States,,,,,,,
1968,,"Lee Trevino wins at Oak Hill Country Club, East Course (Rochester, New York) with a score of 275 (-5) and by a margin of 4 strokes, earning $30,000.",Victory,"Trevino, Lee",1968,1,United States,"Oak Hill Country Club, East Course","Rochester, New York",New York,275,4,-5,"30,000.00"
1969,,Cut from tournament,Cut,"Trevino, Lee",1969,,United States,,,,,,,
1970,,8th place,Placed,"Trevino, Lee",1970,8,United States,,,,,,,
1971,,"Lee Trevino wins for the 2nd time at Merion Golf Club, East Course (Ardmore, Pennsylvania) with a score of 280 (E) in a playoff, earning $30,000.",Victory,"Trevino, Lee",1971,1,United States,"Merion Golf Club, East Course","Ardmore, Pennsylvania",Pennsylvania,280,0,0,"30,000.00"
1972,,4th place,Placed,"Trevino, Lee",1972,4,United States,,,,,,,
1973,,4th place,Placed,"Trevino, Lee",1973,4,United States,,,,,,,
1974,,Cut from tournament,Cut,"Trevino, Lee",1974,,United States,,,,,,,
1975,,29th place,Placed,"Trevino, Lee",1975,29,United States,,,,,,,
1977,,27th place,Placed,"Trevino, Lee",1977,27,United States,,,,,,,
1978,,12th place,Placed,"Trevino, Lee",1978,12,United States,,,,,,,
1979,,19th place,Placed,"Trevino, Lee",1979,19,United States,,,,,,,
1980,,12th place,Placed,"Trevino, Lee",1980,12,United States,,,,,,,
1981,,Cut from tournament,Cut,"Trevino, Lee",1981,,United States,,,,,,,
1982,,Cut from tournament,Cut,"Trevino, Lee",1982,,United States,,,,,,,
1984,,9th place,Placed,"Trevino, Lee",1984,9,United States,,,,,,,
1985,,Cut from tournament,Cut,"Trevino, Lee",1985,,United States,,,,,,,
1986,,4th place,Placed,"Trevino, Lee",1986,4,United States,,,,,,,
1987,,Cut from tournament,Cut,"Trevino, Lee",1987,,United States,,,,,,,
1988,,40th place,Placed,"Trevino, Lee",1988,40,United States,,,,,,,
1989,,Cut from tournament,Cut,"Trevino, Lee",1989,,United States,,,,,,,
1991,,Cut from tournament,Cut,"Trevino, Lee",1991,,United States,,,,,,,
1870,,Born: 1870,Born,"Vardon, Harry",1870,,United Kingdom,,,,,,,
1900,,"Harry Vardon wins at Chicago Golf Club (Wheaton, Illinois) with a score of 313 and by a margin of 2 strokes, earning $200.",Victory,"Vardon, Harry",1900,1,United Kingdom,Chicago Golf Club,"Wheaton, Illinois",Illinois,313,2,,200.00
1913,,2nd place,Placed,"Vardon, Harry",1913,2,United Kingdom,,,,,,,
1920,,2nd place,Placed,"Vardon, Harry",1920,2,United Kingdom,,,,,,,
1937,,Died: 1937,Died,"Vardon, Harry",1937,,United Kingdom,,,,,,,
1931,,Born: 1931,Born,"Venturi, Ken",1931,,United States,,,,,,,
1953,,Cut from tournament,Cut,"Venturi, Ken",1953,,United States,,,,,,,
1956,,8th place,Placed,"Venturi, Ken",1956,8,United States,,,,,,,
1957,,6th place,Placed,"Venturi, Ken",1957,6,United States,,,,,,,
1958,,35th place,Placed,"Venturi, Ken",1958,35,United States,,,,,,,
1959,,38th place,Placed,"Venturi, Ken",1959,38,United States,,,,,,,
1960,,23rd place,Placed,"Venturi, Ken",1960,23,United States,,,,,,,
1964,,"Ken Venturi wins at Congressional Country Club, Blue Course (Bethesda, Maryland) with a score of 278 (-2) and by a margin of 4 strokes, earning $17,000.",Victory,"Venturi, Ken",1964,1,United States,"Congressional Country Club, Blue Course","Bethesda, Maryland",Maryland,278,4,-2,"17,000.00"
1965,,Cut from tournament,Cut,"Venturi, Ken",1965,,United States,,,,,,,
1966,,17th place,Placed,"Venturi, Ken",1966,17,United States,,,,,,,
1967,,28th place,Placed,"Venturi, Ken",1967,28,United States,,,,,,,
1968,,Cut from tournament,Cut,"Venturi, Ken",1968,,United States,,,,,,,
1969,,Cut from tournament,Cut,"Venturi, Ken",1969,,United States,,,,,,,
1974,,Cut from tournament,Cut,"Venturi, Ken",1974,,United States,,,,,,,
2013,,Died: 2013,Died,"Venturi, Ken",2013,,United States,,,,,,,
1892,,Born: 1892,Born,"Walker, Cyril",1892,,United Kingdom,,,,,,,
1921,,13th place,Placed,"Walker, Cyril",1921,13,United Kingdom,,,,,,,
1922,,40th place,Placed,"Walker, Cyril",1922,40,United Kingdom,,,,,,,
1923,,23rd place,Placed,"Walker, Cyril",1923,23,United Kingdom,,,,,,,
1924,,"Cyril Walker wins at Oakland Hills Country Club, South Course (Bloomfield Hills, Michigan) with a score of 297 and by a margin of 3 strokes, earning $500.",Victory,"Walker, Cyril",1924,1,United Kingdom,"Oakland Hills Country Club, South Course","Bloomfield Hills, Michigan",Michigan,297,3,,500.00
1925,,47th place,Placed,"Walker, Cyril",1925,47,United Kingdom,,,,,,,
1926,,55th place,Placed,"Walker, Cyril",1926,55,United Kingdom,,,,,,,
1933,,Cut from tournament,Cut,"Walker, Cyril",1933,,United Kingdom,,,,,,,
1948,,Died: 1948,Died,"Walker, Cyril",1948,,United Kingdom,,,,,,,
1949,,Born: 1949,Born,"Watson, Tom",1949,,United States,,,,,,,
1972,,29th place,Placed,"Watson, Tom",1972,29,United States,,,,,,,
1973,,Cut from tournament,Cut,"Watson, Tom",1973,,United States,,,,,,,
1974,,5th place,Placed,"Watson, Tom",1974,5,United States,,,,,,,
1975,,9th place,Placed,"Watson, Tom",1975,9,United States,,,,,,,
1976,,7th place,Placed,"Watson, Tom",1976,7,United States,,,,,,,
1977,,7th place,Placed,"Watson, Tom",1977,7,United States,,,,,,,
1978,,6th place,Placed,"Watson, Tom",1978,6,United States,,,,,,,
1979,,Cut from tournament,Cut,"Watson, Tom",1979,,United States,,,,,,,
1980,,3rd place,Placed,"Watson, Tom",1980,3,United States,,,,,,,
1981,,23rd place,Placed,"Watson, Tom",1981,23,United States,,,,,,,
1982,,"Tom Watson wins at Pebble Beach Golf Links (Pebble Beach, California) with a score of 282 (-6) and by a margin of 2 strokes, earning $60,000.",Victory,"Watson, Tom",1982,1,United States,Pebble Beach Golf Links,"Pebble Beach, California",California,282,2,-6,"60,000.00"
1983,,2nd place,Placed,"Watson, Tom",1983,2,United States,,,,,,,
1984,,11th place,Placed,"Watson, Tom",1984,11,United States,,,,,,,
1985,,Cut from tournament,Cut,"Watson, Tom",1985,,United States,,,,,,,
1986,,24th place,Placed,"Watson, Tom",1986,24,United States,,,,,,,
1987,,2nd place,Placed,"Watson, Tom",1987,2,United States,,,,,,,
1988,,36th place,Placed,"Watson, Tom",1988,36,United States,,,,,,,
1989,,46th place,Placed,"Watson, Tom",1989,46,United States,,,,,,,
1990,,Cut from tournament,Cut,"Watson, Tom",1990,,United States,,,,,,,
1991,,16th place,Placed,"Watson, Tom",1991,16,United States,,,,,,,
1992,,Cut from tournament,Cut,"Watson, Tom",1992,,United States,,,,,,,
1993,,5th place,Placed,"Watson, Tom",1993,5,United States,,,,,,,
1994,,6th place,Placed,"Watson, Tom",1994,6,United States,,,,,,,
1995,,56th place,Placed,"Watson, Tom",1995,56,United States,,,,,,,
1996,,13th place,Placed,"Watson, Tom",1996,13,United States,,,,,,,
1997,,64th place,Placed,"Watson, Tom",1997,64,United States,,,,,,,
1998,,Cut from tournament,Cut,"Watson, Tom",1998,,United States,,,,,,,
1999,,57th place,Placed,"Watson, Tom",1999,57,United States,,,,,,,
2000,,27th place,Placed,"Watson, Tom",2000,27,United States,,,,,,,
2003,,28th place,Placed,"Watson, Tom",2003,28,United States,,,,,,,
2010,,29th place,Placed,"Watson, Tom",2010,29,United States,,,,,,,
1901,,Born: 1901,Born,"Wood, Craig",1901,,United States,,,,,,,
1925,,51st place,Placed,"Wood, Craig",1925,51,United States,,,,,,,
1927,,Cut from tournament,Cut,"Wood, Craig",1927,,United States,,,,,,,
1928,,46th place,Placed,"Wood, Craig",1928,46,United States,,,,,,,
1929,,16th place,Placed,"Wood, Craig",1929,16,United States,,,,,,,
1930,,9th place,Placed,"Wood, Craig",1930,9,United States,,,,,,,
1932,,14th place,Placed,"Wood, Craig",1932,14,United States,,,,,,,
1933,,3rd place,Placed,"Wood, Craig",1933,3,United States,,,,,,,
1934,,Disqualified from tournament,Disqualified,"Wood, Craig",1934,,United States,,,,,,,
